node,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64
Chas,-0.08563248,-0.63442,0.2785425,-0.11509307,-0.08650355,-0.27624604,-0.11270882,-0.37191385,-0.15315014,-0.15097864,0.32102022,-0.11556184,-0.18549596,-0.010218205,0.09435898,-0.013923614,-0.18285173,-0.35381278,-0.08298513,0.28804308,-0.05684415,-0.053691074,0.5766392,-0.11525409,-0.07301311,0.42259935,-0.37268037,-0.25192142,0.05050329,-0.20493272,0.07446392,-0.08232002,-0.26853615,0.29867172,0.010381052,0.027548317,0.1384314,0.44203952,0.059792124,-0.0049409973,0.19977155,0.36714602,0.20051792,-0.059737913,-0.24156556,-0.2250941,-0.018568302,-0.12391419,0.16577543,0.16959593,0.09413284,0.026902784,0.30879003,0.19059905,0.06881533,0.014012552,0.13291529,-0.35682264,-0.19944192,0.053962797,-0.05474041,0.13406982,0.20299555,0.08975566
Beth,0.120988846,-0.19921552,-0.41019955,0.015915127,0.06757843,-0.13167919,0.18022011,-0.016699756,0.073689595,-0.0779934,0.2676773,0.14050266,-0.31943196,-0.60743785,-0.12169435,-0.15632121,-0.03601234,-0.28063232,0.19553337,0.31065923,-0.06605687,0.40375727,0.43560812,-0.37352887,0.08504656,0.5286716,-0.15414998,-0.103899,-0.04506765,-0.03668429,0.0029186597,0.35582337,-0.29337347,0.23743097,0.07879077,-0.13120088,-0.05366251,0.07250012,0.33293277,0.1278639,0.23506561,0.1808098,0.08563744,-0.15558502,-0.05983882,-0.17319049,0.28619567,-0.06364658,0.254465,0.36398843,0.3094961,0.0027903267,-0.10881655,-0.008223718,-0.16117384,0.11740443,0.22608168,-0.27366367,-0.07357099,0.39750004,-0.05816625,-0.295137,0.123727955,0.23521312
JoAnn,0.29257825,0.24993266,0.22701232,0.25048077,-0.16071379,-0.31788456,0.40999925,0.24975634,-0.21104684,0.33471003,0.23552153,0.16894329,0.10720801,-0.2540343,0.14601238,0.22020708,0.19962907,0.12030288,-0.23560129,0.27763397,0.19668514,0.23366797,0.045215894,-0.11710191,0.08980554,0.31501827,-0.24086076,-0.06697497,0.31947407,-0.22602884,0.026786575,-0.1874684,-0.034153953,-0.11119794,0.19290163,0.17206618,-0.02871203,-0.0053665284,0.051617995,0.1657835,-0.21370648,0.16741067,-0.057267196,-0.18648064,0.088945135,-0.38634863,0.0134384725,-0.3030633,-0.10034799,-0.111023106,0.15943274,0.27554893,0.14284404,0.068924315,0.16442433,-0.02469568,0.16943297,-0.033551466,-0.026526297,0.16181715,-0.16975899,-0.017607553,0.16488856,0.14267741
yimer,0.15706213,-0.27552906,0.093107626,-0.15496801,0.040107854,-0.084301844,-0.18773146,-0.36405912,-0.37042373,-0.0065048574,0.15979195,-0.050702296,-0.17322926,-0.40707126,0.27496257,0.24137846,0.3583597,0.05931194,-0.13217533,0.28213796,0.07306424,-0.07787458,0.049926054,-0.4580488,0.015259784,0.31252885,-0.033223737,-0.06880739,0.015833018,-0.24346453,-0.02864405,0.04278503,-0.03307968,-0.17246209,-0.013717908,0.14037603,-0.11367644,0.20443287,0.46533644,0.16450408,0.24235947,0.24462754,0.044673927,0.166584,0.08115553,-0.5545199,-0.12625875,0.13354482,0.15470111,0.08485683,0.09550747,0.30042413,0.1787092,0.22878295,0.284694,0.076926045,0.034133904,-0.32841617,-0.24140207,0.23766293,0.20022921,-0.016861977,0.13792941,-0.075659096
Tigger,0.039349813,-0.46523502,0.25342143,0.17150956,0.13932538,-0.44237918,0.27950165,0.10658787,0.112742804,0.04572784,0.30442664,-0.18550639,0.3994385,0.05224699,0.020165265,0.116979666,0.06002085,0.027932925,-0.14050035,0.24641426,-0.09283113,0.41079924,-0.071803436,-0.25189954,0.08824906,0.07078005,-0.200927,-0.16017115,-0.24662885,-0.33807892,-0.3388785,0.44731867,-0.83671546,0.47418755,-0.36091378,0.27559346,0.58144987,0.027790023,0.07888877,-0.08630066,0.17199962,-0.03123658,-0.07269222,-0.19215427,-0.29549682,-0.14588372,-0.5003486,-0.30383247,0.21871065,0.08132361,0.18429258,-0.49670124,0.24925868,0.29506257,0.2529964,-0.36711332,-0.5880059,-0.21256469,-0.4397998,-0.20530152,0.075105436,-0.20523244,0.06764363,0.1670058
Sarah,0.45097277,-0.14658922,0.31407937,0.0073368885,0.15592238,-0.34095597,0.11146376,0.12865606,-0.12683392,0.08038543,0.013078567,0.3182211,0.07051323,-0.17932087,0.004686216,0.28900722,-0.16412494,0.11318393,-0.26807094,0.46938816,0.2674874,-0.17421432,0.18581593,-0.14789678,-0.08759218,0.39020848,-0.38481027,0.1430939,-0.06270841,-0.3140311,0.06123125,0.12588659,-0.4473373,-0.092859805,-0.07022179,0.06982283,0.11962391,0.124429256,0.070088044,0.280925,0.25934392,-0.1194352,-0.30639446,-0.12286031,0.26141018,-0.08213888,-0.37114114,-0.037561823,-0.13444853,0.32416067,-0.12533498,-0.107259504,0.3004972,0.14206219,-0.053324357,0.07005353,-0.2161209,0.12418691,0.08141362,-0.2636166,-0.18723106,0.002456446,-0.0021553927,0.037184916
Gaby,0.2393557,-0.29090086,0.19987415,-0.03053578,0.25826693,-0.49468207,0.052834135,-0.08416987,0.14933288,-0.089666374,0.16616994,0.06353255,-0.12289948,0.15682529,0.1992093,0.04330206,-0.15463495,-0.15671763,-0.0775928,0.27745503,0.01967227,0.30584398,0.21079129,-0.10751274,-0.0396003,0.36045974,-0.147629,0.07845343,-0.24384741,-0.3264867,0.040839724,0.120306715,-0.6283581,0.12365049,-0.1768995,0.25147393,0.48267415,-0.03035652,0.049385913,0.03993105,0.0723464,-0.044753324,0.15928811,-0.42588168,0.09163404,0.14216292,-0.23247664,-0.020204404,-0.14430878,-0.26557645,0.053740744,-0.24186599,0.24019171,-0.09078161,-0.05424957,-0.057476636,0.04766149,-0.0067980657,-0.42723468,-0.15962258,-0.2266184,-0.18451834,0.3831465,0.4134643
Pumpkin,0.22197814,-0.38427523,-0.14696509,0.13667533,0.39135057,-0.53099656,0.15825838,-0.027930256,0.0036077069,-0.06882638,-0.0611308,0.23388028,-0.16771983,-0.013535223,-0.14882077,-0.14629947,0.07573191,0.030095292,-0.012385939,0.55089855,0.28263733,0.150171,0.32658082,-0.15867701,0.26305753,0.22625934,-0.012672841,-0.17884016,-0.15274139,-0.4677629,0.0385295,0.33856988,-0.85685766,0.44881633,-0.08834049,-0.14976291,0.29856536,-0.25019723,0.15849702,0.2827115,0.019243075,-0.055016655,0.20168853,-0.32881525,0.20100781,0.02083737,0.22698742,-0.21365161,0.107707255,0.09195326,0.0879398,-0.2955423,0.28662932,0.11991493,-0.22305873,-0.1868222,0.34147662,0.06869784,-0.0034496167,-0.029550416,0.05671425,-0.3098619,0.09964121,0.16422056
Elaine,0.26790032,-0.26965567,-0.020456946,-0.048854783,0.21547233,-0.25000715,0.076657295,0.08101348,-0.2750168,0.20476763,-0.078723036,-0.013676056,0.11317194,0.17718627,0.10670786,0.30198112,0.035739496,-0.00810284,-0.2130405,0.4214054,-0.082809225,0.12492632,0.03614396,-0.15952569,-0.07551061,0.4213464,-0.1481824,0.18555579,-0.13237786,-0.3945592,0.25216183,0.21312831,-0.5000851,-0.041987427,-0.20627715,0.15022981,0.06928589,-0.028619383,0.029751495,0.2385705,-0.029077725,0.061677787,0.13615888,-0.25402772,0.02531441,-0.16534387,-0.071258344,-0.29564336,-0.07506836,-0.29920313,0.037026685,0.042540554,0.47977978,0.068810694,0.049361166,-0.1863418,0.1585968,0.12422061,-0.12556349,-0.08308272,-0.23890214,0.16732042,0.119028024,0.16889593
Sammie,0.27388486,-0.33077776,0.12788668,0.23118763,0.26078847,-0.49819186,-0.007862845,-0.13772574,-0.13691889,0.34361428,0.1190091,0.08909719,-0.11516615,0.22540858,0.2957676,0.26880458,0.107388005,0.024873361,-0.27567244,0.3950658,0.3337436,0.004987733,0.13316232,0.0941217,-0.0141751515,0.2282167,-0.2421006,0.14038375,-0.36649102,-0.3314711,0.04662605,0.076220684,-0.43486705,0.12703145,0.006367303,0.27969655,0.26771387,0.09047611,0.13426515,0.31299576,0.1545513,0.3044322,0.12248771,-0.16032907,-0.062368162,-0.031507373,-0.2746366,0.014911171,0.019996032,-0.07013451,0.2466818,-0.09123171,0.5071514,0.18724318,-0.068135984,-0.36151764,0.088906355,0.08951838,-0.28745994,0.1615955,0.14874254,0.100592144,0.050695494,0.23989004
Aria,0.16620067,-0.28485584,0.28701794,-0.002462491,0.46830514,-0.483475,-0.071150646,-0.28499094,0.2625716,0.1746716,0.103738606,-0.007711649,-0.23350112,0.230618,-0.050805684,0.3941701,-0.029622128,-0.034246188,-0.03975466,0.269009,0.2373298,0.16389649,0.27666864,-0.08801852,-0.18573388,0.5064901,-0.10924524,0.1717098,-0.5078294,-0.67334133,0.19811188,0.110665515,-0.81625557,0.16069439,-0.084856965,0.4757122,0.23618001,0.05753941,-0.102605686,0.07152416,0.3226348,0.13998394,0.019117061,-0.36417773,-0.044752683,0.016708309,-0.4398759,-0.092427135,-0.009880469,-0.2736699,0.06619471,-0.18952394,0.42965502,0.2250803,0.13258435,-0.13478537,0.102663204,0.13677837,-0.45802522,-0.30863482,-0.13920118,0.027180914,0.0022510935,0.13707492
Peanut,0.2742953,-0.91040164,0.15476729,-0.006691793,0.07306795,-0.41118973,-0.016335187,-0.20252241,-0.22102727,-0.02271099,0.05454666,0.041463178,-0.17110766,0.13846946,0.13572471,0.045925237,-0.068422385,-0.011783112,-0.0111384895,0.16506886,0.024969382,-0.049288586,0.22172926,-0.13058896,-0.28012544,0.34416455,-0.3469246,-0.06745788,-0.17490783,-0.08043312,0.12576951,0.21063893,-0.5076752,0.15028194,-0.1302791,0.003963696,0.063487686,0.1643625,0.21425065,-0.024702035,0.3622477,0.24940854,-0.3192604,-0.23067105,-0.022913486,-0.2864756,-0.27024916,0.31737646,0.103799075,0.2915933,-0.007973108,-0.15546846,0.1371996,0.30247772,-0.04806083,-0.27030373,0.10142128,-0.29529378,-0.16490735,-0.18313819,-0.105967395,0.014343316,0.07333611,0.20232198
richard,0.010882138,-0.37252447,0.31191653,0.09734369,0.21310414,-0.38939524,0.34751976,0.135489,0.1862445,0.1782666,0.08904059,-0.04705122,0.13889211,0.008694442,0.14761025,0.051518083,-0.07022878,-0.04446833,-0.27155885,0.17109026,-0.15073822,0.3793168,-0.23539658,-0.19745812,0.096527465,0.18917397,-0.34631836,0.061111502,-0.12849031,-0.36678195,-0.23714383,0.45586962,-0.8597728,0.22691365,-0.21155334,0.37548056,0.64333624,-0.04569399,0.10098729,0.01328392,0.02463214,0.050121672,-0.19662774,-0.2760052,-0.37293553,-0.11370732,-0.48163673,-0.22897214,0.20200452,0.06512166,0.17214377,-0.579869,0.17075533,0.172884,0.34743518,-0.5554545,-0.6454344,-0.09895619,-0.4690273,-0.19840169,0.045519743,-0.14467394,0.17355043,0.24916738
Spencer,0.16168535,0.23668852,0.04557994,0.257278,-0.52076024,-0.016856993,0.05372541,0.008819278,0.031837665,0.2655609,0.5134803,-0.21584593,-0.24293989,-0.18138072,-0.45717463,0.46357116,0.21491635,0.1619489,0.056819294,0.19823585,0.1771419,0.33537665,0.3438028,-0.0032084843,-0.009740215,0.16894352,-0.50745106,0.20242472,0.37102327,-0.20611563,0.208119,-0.05048553,0.014645673,0.13659124,0.13067727,0.19436178,-0.24092802,0.4007926,0.119717725,0.5788326,-0.18947335,-0.051325828,-0.14694963,0.030140167,0.48449314,-0.221948,0.13024318,-0.27297238,-0.4196791,-0.30875385,0.13828035,-0.02382311,0.38874984,-0.31939527,0.40194508,0.11726834,0.2644465,-0.48784724,-0.38833156,-0.2042958,-0.076493286,0.023143016,0.21583886,0.30244136
Nette,0.25959903,-0.33617887,0.24775213,0.16267145,0.097632,-0.4097819,0.18035476,-0.041221257,0.09217858,0.07453835,0.17226544,0.06254928,0.07604733,0.2820191,-0.022455983,-0.044269957,-0.2290653,-0.104522906,-0.13404442,0.35992196,-0.055368748,0.30090913,0.33168042,0.00771507,0.052117787,0.2582368,-0.27692536,0.25496987,-0.1236507,-0.27929375,0.11335965,0.08015194,-0.58525026,0.23485784,-0.13003178,0.193934,0.20277406,-0.084462464,-0.09827935,0.2557075,0.13036983,0.016554996,-0.05971918,-0.3581391,0.18028735,-0.05714932,-0.14760442,-0.20867527,-0.05965916,-0.28832898,-0.031510606,-0.40077513,0.18571076,-0.10049818,-0.0040339446,-0.2381874,0.116100356,-0.10246136,-0.2951886,-0.20395656,-0.05046657,-0.07153911,0.14183709,0.40855443
Mikki,0.16745068,-0.20654549,0.09145432,-0.47164062,0.68892646,-0.23988557,-0.3514816,-0.2628557,-0.090030946,-0.2681013,-0.11902207,-0.13769211,-0.30163535,-0.075003825,0.37670437,-0.09395673,0.36915225,-0.18799499,-0.006091207,0.43629175,0.15610091,0.32395104,0.2096936,0.011923956,-0.3365402,0.41390106,-0.27995574,0.40713242,0.036616366,-0.19329277,-0.10505053,0.21067601,-0.40823755,-0.24860975,-0.45521408,-0.31663686,0.26020855,0.24422291,0.1370629,-0.15700312,0.24499968,0.17416254,0.20387517,-0.17682914,-0.008262294,-0.195459,0.04796675,-0.41141546,-0.036279783,0.2063335,-0.18616115,-0.13907145,0.0730347,0.26279086,0.24808177,0.052720856,0.15284303,-0.46102476,-0.6548547,-0.31706637,-0.3340504,-0.14959243,-0.03393695,0.12893061
BestBuyer,0.14202191,-0.3456085,0.01856712,-0.551813,-0.33398855,-0.7966542,0.51755923,0.023685072,-0.081227176,-0.38443005,0.54540914,-0.4679932,0.45394373,0.006715359,0.5859871,0.13914077,-0.7239385,-0.31706783,-0.64507645,0.21443598,0.5709141,0.1512546,-0.07508027,-0.29010206,0.1831615,0.21276411,-0.7258571,0.0528491,0.2164324,-0.31304178,0.273385,0.35780728,0.05173327,-0.09087148,-0.25404957,-0.031653874,-0.1717959,0.0080559645,-0.2024675,0.09918802,-0.4025866,-0.04801587,0.38406312,0.018371992,0.014526702,0.042381786,0.28685516,-0.32106102,-0.047148652,0.074749745,-0.027889045,-0.04435849,-0.3115186,-0.06617685,0.13182364,0.57198846,-0.0035041098,0.12114781,-0.22505024,0.013147968,0.0065505733,-0.58569884,0.16780542,0.10824022
Barbara,0.062471155,-0.09664663,-0.23051539,-0.15125032,0.5082252,-0.42836544,0.2483605,0.30835825,-0.11194667,-0.08620415,0.10325606,0.031170156,-0.16635755,-0.27618936,0.09864408,-0.034953047,0.22386873,0.22445628,-0.02978401,0.4944357,0.11945926,0.17979553,0.051552698,0.040593583,-0.57877296,0.52550316,-0.2969394,0.37188038,0.44264257,0.02340086,-0.107361816,0.11167549,-0.36629766,-0.46892843,-0.43561926,-0.83135796,-0.084347345,-0.067683905,0.14526019,-0.20274982,0.12254853,0.018305432,-0.17150564,-0.60575765,0.16173452,-0.047333244,0.29409948,-0.45622525,-0.26362544,0.541319,0.036356065,-0.3964249,-0.16806933,0.05784252,0.48894185,0.18667504,0.21861683,-0.18708584,-0.53487045,-0.08646858,-0.11807652,-0.25348365,-0.16688675,0.27702853
Rach,0.008402008,0.5795685,0.15764466,-0.016303852,0.7569164,0.09319571,-0.026248189,0.04952703,-0.3352959,-0.2642994,-0.12258858,-0.12677455,-0.08321184,-0.31449258,0.49736753,0.024375303,0.28084618,-0.4157099,-0.31984964,0.43825313,0.5133699,0.45182073,-0.012772896,-0.12522604,-0.07524634,0.41239324,-0.12838215,0.5366044,0.32578495,-0.07030131,-0.31232023,0.29599938,-0.39264905,-0.59566295,-0.33923122,-0.6364936,0.17800544,-0.035524774,0.07254645,-0.15608487,0.26924178,0.10580492,-0.40075916,0.013564862,0.05777304,-0.11528466,0.119510904,-0.44869065,-0.11670505,0.24560082,0.015840303,-0.019707728,-0.1697338,0.3511959,0.42479762,0.36149365,0.05447539,-0.059122566,-0.46473557,-0.16158767,-0.2317068,-0.40646195,-0.022773903,-0.0849691
Char,-0.15340056,-0.23910229,-0.304135,0.08876325,0.06394303,-0.24183978,0.17400512,0.126211,-0.13850304,0.22562619,0.09892245,-0.2888048,-0.045979075,-0.083299056,-0.65360856,0.43212572,0.07800017,0.04565767,-0.41059718,0.06430918,-0.15797606,0.4403489,0.17256045,0.046712812,0.011347309,0.12588908,-0.6869806,-0.04629361,0.38652253,-0.21352646,0.6268418,0.092831425,-0.33144182,-0.12534608,0.4353046,-0.105346456,0.1398393,0.07846259,0.16919671,-0.1864972,-0.3952006,0.4072384,-0.19317624,-0.13944368,0.016384589,0.062369175,0.44025198,-0.19612151,-0.6392029,0.16875917,0.34629357,-0.03358083,-0.38066578,-0.1241888,-0.057102762,0.12754326,-0.057980116,-0.3942692,-0.61410564,0.092600636,-0.4286479,-0.56274444,0.33372903,0.31745076
Donnie,0.0096304985,-0.15809627,0.35997227,-0.06368757,-0.013509033,-0.06927989,0.05668769,-0.2804711,-0.4730789,-0.11522704,0.072914824,0.03492257,-0.46900687,-0.32594886,0.3790073,0.02672691,-0.5236504,-0.19905709,-0.115218,-0.00089453295,-0.24556342,0.16302963,0.15268911,-0.6729122,-0.18174109,0.4638512,-0.12580559,-0.12555304,0.08564549,-0.19808172,0.041904498,-0.110561594,0.056189764,0.03671165,-0.088506095,-0.08553764,-0.16718562,0.1428085,0.32283473,0.24911955,0.24911228,0.15750352,-0.17811581,0.14370584,0.13183945,-0.4835581,0.21894686,0.0908286,0.07494657,0.11533913,0.2128732,-0.06095247,-0.2925031,0.118685775,0.035748824,0.08237013,0.08404241,-0.15918048,-0.2658005,-0.11528151,0.13052897,0.18774098,0.08405398,0.177933
jackie,0.3361351,0.04153279,0.21062954,0.06303798,0.15930669,0.12647706,-0.054583516,0.019890752,-0.23522192,-0.085100725,0.13798222,-0.27899185,-0.28861466,-0.273378,0.39988917,0.036426634,-0.17441484,-0.2254698,-0.14100175,0.365988,0.21870503,0.0037515014,0.26895535,-0.3363318,-0.117389105,0.23625667,-0.29366145,-0.078101434,-0.01893918,0.035474367,0.21414931,-0.08623206,-0.13121843,-0.33681655,-0.15626276,-0.021147067,0.19998482,-0.013327802,0.30340084,0.22430947,0.07880373,0.30909914,-0.26059243,0.2945293,0.0504791,-0.19689238,0.16746452,-0.13972959,-0.11381602,0.02406598,0.12127135,0.2554712,-0.03718386,0.17526339,0.12381755,0.19367748,-0.07620223,-0.018287698,-0.06840116,-0.02426391,-0.29974145,-0.28930527,0.07091376,-0.01896573
Emily,-0.22669752,-0.25267458,-0.14656124,-0.108962916,-0.13540995,0.12271527,-0.11696161,-0.2405804,-0.37868932,0.11299886,0.41626078,-0.31523076,-0.21427764,-0.5314866,-0.1981045,0.5391841,0.21312113,-0.01631661,0.15874451,-0.028003713,-0.0054041883,0.08644199,0.26934707,-0.41134104,-0.12948439,0.20405713,-0.5620773,-0.025670234,0.054879524,-0.3061214,0.4219915,-0.121046446,-0.075577885,-0.26724142,0.07157938,0.3717184,0.005201149,0.38042694,0.29266423,0.118971385,-0.12656432,0.2661088,-0.073830135,0.15285844,0.0671212,-0.33010593,-0.17989568,-0.13253987,-0.09797147,0.014246847,0.14767767,0.44137907,0.2862055,0.030278094,0.17094012,0.055130467,0.1667862,-0.43921396,-0.3566851,0.032747,-0.22297086,0.1929467,0.20659775,0.24339588
Spike,0.6323845,0.05089879,0.45043322,0.671958,-0.32537946,-0.01283536,-0.20694768,0.42029187,-0.054696217,0.08021157,-0.3098921,-0.46462035,-0.26399735,-0.27834463,0.35567337,0.56222457,-0.29654744,-0.52119726,-0.8909281,0.68742067,0.27178195,0.11572265,0.48868483,-0.07963778,0.44584742,0.30740902,-0.052032582,-0.28910446,0.19659175,-0.014972903,0.10686696,0.42667785,-0.21654396,-0.23459058,-0.31918228,0.09623311,0.57558304,0.13155876,0.28362557,-0.0568512,-0.5866982,-0.09181396,-0.41023067,0.2474234,0.060013518,0.28484994,-0.09619554,-0.25699243,0.034917787,0.574296,0.098706,0.12804712,-0.14824308,0.4469741,-0.11216087,0.017013539,0.091154814,-0.19676206,-0.04855451,-0.0513571,-0.038805615,0.089092314,0.2741071,0.18961598
Joel,0.4180545,0.15315183,0.18529952,0.09512844,0.16041718,-0.052978612,0.2647076,0.36896765,-0.21190445,-0.010350677,0.27124617,0.108901784,-0.05757844,-0.29597366,-0.08801003,-0.021173676,-0.055390697,-0.22260983,-0.34496295,0.30625746,0.10866751,0.30734816,0.14502482,-0.1314005,0.11184947,0.23906949,-0.14715949,0.17856987,-0.059881527,-0.048059817,0.04704737,0.2557736,-0.10493196,-0.24889842,0.106757775,-0.035986718,0.094427645,-0.061109435,0.11679411,0.33901843,0.039518245,0.34489414,-0.3168332,-0.03373082,0.11894161,-0.045460522,-0.10632735,-0.34928337,-0.3424594,0.11208087,0.13011017,0.14004643,-0.03267539,0.017755868,0.03335098,0.060500905,-0.059123352,0.124893904,0.020051813,0.080697455,-0.33383676,-0.22057731,0.25083134,0.1850866
Isaac,0.04297564,-0.28413457,-0.015204526,0.2618633,-0.03892251,-0.047781438,0.23539175,-0.0040824334,-0.33768362,0.045453943,0.29243717,-0.15013447,-0.45375404,-0.0788392,-0.077070944,-0.09137965,0.01580665,-0.016451227,-0.10347584,0.28583747,0.021127993,0.066882424,0.3510619,-0.2463319,0.39056242,-0.037203267,-0.31078485,-0.21543401,-0.0009229806,-0.31672224,0.42266268,0.5877572,-0.44852105,0.30881387,0.36243334,-0.15991578,-0.01666421,-0.031344432,0.50613624,0.011057178,0.08236165,0.51165116,0.08605589,0.19476087,-0.10135204,-0.2959979,0.6516038,0.14441717,0.25366148,0.06014201,0.035675563,-0.2248512,-0.32152343,0.3890122,-0.12525555,0.22090757,0.3239661,-0.5676398,-0.022374883,0.28917292,0.29095098,-0.3534126,0.18249759,0.098493464
Tonto,-0.017791588,0.39094076,0.3595453,0.47024935,-0.13448414,-0.10624837,0.15596786,-0.34661442,0.00031302279,-0.02554576,0.31358534,0.04212272,0.014967056,0.00026487524,0.044751003,-0.053016856,-0.31407914,-0.12997493,-0.116194986,0.284561,0.24849218,0.5337647,0.013826964,-0.49458796,-0.28566214,0.3794473,-0.100686476,0.32303116,0.4416643,0.11317151,-0.3714733,0.41826695,0.06303006,-0.09949411,-0.26959267,-0.13829456,-0.13879016,0.35252237,0.049618006,0.46903613,0.0460994,-0.23346284,0.17557767,0.06686412,0.33997598,-0.08022864,0.07094153,0.0457466,-0.38955715,0.27291963,0.19889174,-0.3996383,0.101979375,-0.19461186,0.0123965945,0.08413823,0.09968675,-0.07351671,-0.3826065,0.28389865,0.06496429,-0.2771389,0.029753141,0.07136182
Leigh,0.39629295,-0.09602214,0.3279173,0.2484984,0.043594103,-0.32255882,0.04720511,0.27423012,-0.034710214,0.26519638,0.18336292,0.1922312,0.16886897,-0.075163454,-0.1654434,0.0741652,-0.28914413,0.15643936,-0.07405839,0.4451648,-0.12609555,0.365236,0.30541763,-0.0938462,0.16064529,0.20373076,-0.05191228,-0.14936398,0.06680453,-0.38038427,0.08657165,-0.008387024,-0.4386485,0.22433501,-0.12780266,0.10624314,0.19884272,0.08978699,0.1712775,0.061521832,0.025427375,0.08686544,-0.0072887894,-0.24156716,0.075765945,0.031359483,0.019047035,-0.19930765,-0.21924375,-0.01863031,0.19938952,-0.18227576,0.24844824,0.060595203,-0.15634625,-0.44278663,0.08284787,-0.029733302,-0.18488541,-0.22295529,-0.20520598,0.13750564,0.38842022,0.21408507
Dottie,-0.065500006,0.060440518,0.22512148,0.19900039,0.24046208,-0.5703121,0.7109598,0.039888952,0.19755809,-0.019673249,0.015061284,0.16743352,0.18959358,-0.15319774,-0.19404885,0.29760057,0.17216617,-0.11995745,-0.0067618815,0.049691174,-0.20602462,0.7437585,0.23696685,-0.41017866,0.09909225,0.24218184,-0.013633677,0.30153847,0.16759658,0.09167917,0.09657219,0.36592174,-0.5523033,0.16083424,-0.01350119,0.0064818417,0.16391489,0.17864458,-0.16679478,-0.05593621,-0.013548638,-0.13842003,0.07319132,-0.32412875,-0.05453,-0.350876,-0.17774671,-0.59765095,0.25109756,0.24201477,-0.004782031,-0.55385184,0.12024529,0.27340376,0.5230901,-0.29313055,-0.5651869,-0.14328809,-0.29735342,-0.2592003,-0.3670633,0.17479222,-0.12273235,0.07124662
Kimmie,0.22739875,-0.012076216,0.23672675,0.46885955,-0.028377471,-0.120535426,0.61088884,0.32493603,0.0141013125,0.22586034,0.29307866,-0.043813918,0.23783208,-0.34626707,-0.099017605,0.16527039,0.34847525,0.15489712,-0.06941756,0.21678407,-0.012322544,0.53410745,0.08492114,-0.3940507,0.1767361,0.03796135,-0.13917746,-0.06065388,-0.13565868,-0.20766988,-0.04394945,0.14834683,-0.10280267,0.14653178,-0.028152911,0.2888413,0.21024986,0.11392941,0.057115052,0.31026778,-0.18326394,0.2184595,-0.08470316,-0.15202111,-0.07043301,-0.40551588,-0.2750376,-0.6165861,-0.0016195982,0.06120552,0.08006258,-0.0846062,0.22726241,0.24722503,0.19747423,-0.09978243,-0.36925182,-0.09790924,-0.094263434,-0.15772158,0.110955715,0.11340986,0.15591545,-0.0190439
Budman,0.049420536,0.12926063,0.1825215,-0.18538132,-0.4387926,0.10950062,0.006000078,0.047273338,-0.32137078,-0.049479775,0.37999293,0.13525032,-0.28647608,-0.21109994,-0.06301016,-0.13205564,-0.22838923,-0.16196305,-0.03432992,0.45946082,-0.14476876,0.35761568,0.55010104,-0.3508124,-0.097781464,0.23545481,0.012615752,0.20373969,0.35407752,-0.09066855,-0.0885584,0.11885134,0.0018819923,0.25528848,-0.03894388,-0.11391553,-0.3316765,0.2736105,-0.0112783145,0.4095496,0.19985005,0.059762534,0.03764181,-0.06317918,0.29802418,-0.45620096,0.25549018,0.09839124,0.08213217,-0.1819305,0.28143924,-0.07997225,0.18330412,0.12183149,0.2710893,-0.061188243,0.17549528,-0.5144423,-0.17890596,-0.37160555,0.009505762,-0.21145031,0.3357645,0.09243717
Buzz,0.1415242,-0.15438764,0.14575982,-0.086711004,-0.23006509,-0.29196057,0.2593361,0.11257415,-0.35699406,-0.036773905,0.039856274,0.1528229,-0.3374682,-0.27052465,0.23416127,-0.23239024,-0.2983086,-0.1560476,-0.0017138583,0.14385076,-0.19369522,0.007355355,0.31936297,-0.37744865,-0.036439236,0.37586364,-0.07939218,-0.15469712,0.4072179,-0.17960449,0.24030522,0.1372934,0.031834155,0.3003653,0.14013974,0.055465586,0.052936547,0.22375825,0.071327284,0.14685626,0.19204454,0.4088019,0.13468528,-0.094875395,0.22792274,-0.3572547,0.25406715,-0.28027308,0.028326068,-0.08361975,0.026081016,0.086227424,0.108581595,0.1590108,0.22279239,-0.071826145,0.004002116,-0.33164668,-0.1235236,-0.24891524,-0.07873102,-0.031293023,0.31035134,0.32125646
